valorsubv,media_ax,media_ay,media_az,max_ax,max_ay,max_az,min_ax,min_ay,min_az,q1_ax,q1_ay,q1_az,q2_ax,q2_ay,q2_az,q3_ax,q3_ay,q3_az,var_ax,var_ay,var_az,std_ax,std_ay,std_az,nivel_riesgo
1293,1.83338,-0.16679,9.83893,2.298,0.084,10.249,1.531,-0.383,9.197,1.579,-0.335,9.568,1.868,-0.178,9.968,2.042,-0.004,10.059,0.054316416,0.025849926,0.109198085,0.233058824,0.160779121,0.330451335,0
1294,1.72927,-0.30974,10.06363,2.304,0,10.718,1.172,-0.575,9.197,1.485,-0.479,9.5815,1.578,-0.378,10.177,2.084,-0.169,10.346,0.119750357,0.036125692,0.220869273,0.346049645,0.1900676,0.469967311,0
1295,1.26385,-0.34178,10.31485,1.771,-0.19,11.014,1.004,-0.756,9.626,1.148,-0.386,10.1545,1.16,-0.382,10.346,1.346,-0.19425,10.55775,0.043863868,0.018635272,0.149112048,0.209437025,0.136511068,0.386150291,0
1296,1.0642,-0.3392,11.37407,2.06,-0.024,12.357,0.192,-0.575,10.584,0.719,-0.386,11.101,1.148,-0.381,11.302,1.26675,-0.289,11.507,0.24807626,0.01853576,0.166136885,0.498072545,0.136146098,0.407598927,0
1297,1.28091,-0.20634,11.44531,2.112,0.046,12.622,0.813,-0.481,9.965,0.862,-0.386,10.715,1.16,-0.1205,11.101,1.534,-0.048,12.604,0.207058402,0.032753904,0.830442414,0.455036704,0.180980398,0.911286132,0
1298,1.27548,-0.48166,10.31766,2.684,0.006,10.92,-0.575,-0.864,9.864,-0.552,-0.772,9.974,1.531,-0.455,10.34,2.5615,-0.187,10.61,1.75945839,0.086684784,0.089284924,1.326445773,0.294422799,0.298805831,0
1299,1.23778,-0.43923,10.28522,2.109,0,11.495,0.287,-0.768,9.149,0.394,-0.576,9.387,1.531,-0.386,9.782,1.87975,-0.24,11.493,0.501287012,0.048685697,0.958711372,0.708016251,0.220648356,0.979138076,0
1300,1.18915,-0.13765,11.35461,1.723,0.142,11.926,0.287,-0.481,10.718,0.76375,-0.383,10.921,1.3375,-0.0065,11.493,1.603,0.042,11.59,0.212240768,0.051244168,0.162674058,0.46069596,0.226371746,0.403328722,0
1301,1.46622,-0.46675,11.75906,2.293,-0.012,12.646,0.385,-0.79,10.73,1.34025,-0.672,11.065,1.521,-0.431,11.9035,1.82,-0.383,12.2375,0.254858752,0.035451908,0.421468896,0.504835371,0.188286769,0.649206359,0
1302,1.61093,-0.42477,11.24123,2.293,-0.096,12.813,0.383,-0.79,10.634,1.2305,-0.573,10.724,1.82,-0.385,10.921,2.108,-0.1915,11.498,0.405108445,0.046056277,0.504908457,0.6364813,0.214607262,0.710569108,0
1303,1.95938,-0.20348,10.00154,2.31,0.118,10.921,1.555,-0.573,9.399,1.735,-0.385,9.579,1.926,-0.283,9.962,2.106,-0.06075,10.346,0.045090636,0.04032131,0.222213488,0.212345557,0.200801667,0.471395257,0
1304,1.29177,0.00418,10.34703,2.203,0.19,10.824,0.754,-0.283,9.96,0.838,-0.001,9.965,1.146,0.046,10.346,1.91525,0.07,10.61625,0.248731057,0.010961508,0.097709969,0.498729443,0.104697219,0.312585939,0
1305,1.43516,-0.46755,10.27899,2.275,0.046,10.727,0.766,-0.744,9.957,1.0065,-0.576,9.962,1.515,-0.575,10.293,1.91,-0.216,10.584,0.240959854,0.054488748,0.09425963,0.490876618,0.233428249,0.307017312,0
1306,1.57483,-0.46221,10.89852,2.108,-0.192,11.309,0.813,-0.766,10.143,1.341,-0.576,10.727,1.543,-0.407,10.741,1.83575,-0.361,11.117,0.109424761,0.038518666,0.08992617,0.330794137,0.196261728,0.299876924,0
1307,1.34371,-0.38446,11.16094,2.304,-0.022,11.783,0.765,-0.768,10.346,0.861,-0.504,10.745,1.151,-0.398,11.4,1.915,-0.18025,11.507,0.300779326,0.064334488,0.216644716,0.54843352,0.253642442,0.465451089,0
1308,1.6447,-0.081,10.32797,2.304,0,10.73,1.244,-0.289,9.915,1.53,-0.096,10.01,1.543,-0.073,10.345,1.6275,-0.024,10.537,0.06579483,0.00495294,0.081202469,0.256505029,0.070377127,0.284960469,0
1309,1.67973,-0.26036,10.25763,2.676,-0.049,10.538,0.91,-0.383,10.058,0.958,-0.373,10.156,1.5565,-0.24,10.201,2.371,-0.192,10.351,0.417282177,0.00788711,0.014574393,0.645973821,0.088809405,0.120724451,0
1310,1.71055,-0.33676,10.34372,2.299,-0.193,10.836,0.763,-0.766,9.96,1.239,-0.3905,10.04825,1.9195,-0.241,10.3455,2.251,-0.198,10.538,0.305905268,0.029820282,0.076414002,0.553087034,0.172685501,0.276430826,0
1311,1.73885,-0.28162,10.47921,2.97,-0.003,11.114,0.719,-0.575,9.962,1.0285,-0.379,10.153,1.538,-0.286,10.61,2.6465,-0.192,10.8115,0.637633188,0.017692716,0.160750226,0.798519372,0.133013968,0.400936686,0
1312,1.86543,0.04534,10.39639,2.885,0.383,10.734,1.052,-0.24,9.77,1.196,-0.096,10.05875,1.9235,0.046,10.5375,2.31,0.192,10.728,0.358725065,0.034194844,0.110358478,0.598936612,0.18491848,0.332202465,0
1313,1.86247,-0.03956,10.23614,2.304,0.192,10.92,1.245,-0.395,9.77,1.528,-0.048,9.939,1.917,0.001,10.1115,2.287,0.01,10.634,0.148381289,0.011430266,0.12288506,0.385202919,0.106912424,0.350549655,0
1314,1.74338,-0.66073,10.64951,2.304,-0.385,11.113,1.343,-0.766,10.058,1.503,-0.756,10.549,1.723,-0.672,10.73,2.012,-0.576,10.824,0.083988896,0.012012217,0.07547197,0.289808377,0.10960026,0.274721623,0
1315,1.63496,-0.35865,10.55381,2.275,-0.048,10.915,0.525,-0.765,10.249,1.341,-0.431,10.394,1.829,-0.379,10.537,2.0705,-0.193,10.54075,0.234825818,0.027633808,0.029795874,0.484588298,0.166234195,0.172614814,0
1316,0.35743,-0.04559,9.30323,0.768,0.189,10.345,-1.714,-0.193,8.432,0.3905,-0.096,8.98025,0.573,-0.049,9.29,0.647,0,9.57025,0.241224825,0.009654022,0.199712737,0.49114644,0.098254882,0.44689231,0
1317,-2.15818,-0.11386,10.58972,-0.772,0.142,12.069,-3.545,-0.431,8.802,-3.069,-0.241,9.98625,-2.4435,-0.049,10.932,-1.156,-0.024,11.352,0.989442408,0.02222464,1.009988742,0.994707197,0.149079309,1.004981961,1
1318,-1.443,-0.20976,10.6086,-0.648,0.186,11.782,-2.298,-0.575,9.962,-2.114,-0.3835,10.155,-1.4805,-0.2525,10.682,-0.772,0,10.75425,0.39896668,0.059786722,0.22618054,0.631638093,0.244513236,0.475584419,0
1319,-1.25404,-0.21781,9.94313,-0.407,0.018,10.323,-2.12,-0.407,9.39,-1.677,-0.383,9.674,-1.1755,-0.192,10.083,-0.862,-0.096,10.156,0.225574498,0.019367914,0.077229673,0.474946837,0.139168653,0.277902273,0
1320,-0.95465,-0.00844,9.78896,-0.289,0.359,10.297,-1.341,-0.385,9.243,-1.139,-0.193,9.772,-1.054,0,9.776,-0.7605,0.19,9.962,0.076483508,0.058187746,0.047762478,0.276556518,0.241221364,0.218546284,0
1321,-0.56102,-0.02696,9.98929,-0.006,0.287,10.706,-1.148,-0.427,9.101,-0.936,-0.299,9.957,-0.66,-0.0035,9.968,-0.096,0.192,10.323,0.14886672,0.067402318,0.136036246,0.385832502,0.259619565,0.368830918,0
1322,0.08579,-0.00127,10.11691,0.383,0.214,10.73,-0.575,-0.29,9.58,-0.048,-0.001,9.746,0.192,-0.001,10.227,0.286,0.084,10.532,0.064224366,0.008440357,0.149591542,0.253425267,0.091871416,0.386770658,0
1323,-0.06354,0.03692,9.92633,0.671,0.19,10.632,-1.127,-0.192,9.411,-0.57525,-0.085,9.674,-0.0905,-0.001,9.963,0.525,0.186,10.15675,0.317072628,0.016020234,0.069604061,0.563092025,0.126571061,0.263825816,0
1324,-2.12853,0.00045,10.06122,-0.96,0.287,11.519,-3.45,-0.361,8.814,-2.684,-0.096,9.579,-2.289,-0.003,9.77,-1.528,0.028,10.743,0.639413709,0.020433468,0.538573032,0.799633484,0.14294568,0.733875352,0
1325,-1.82535,-0.18731,10.75629,-0.72,0.097,11.831,-2.635,-0.385,9.556,-2.347,-0.337,9.963,-2.108,-0.19,10.634,-1.247,-0.073,11.49,0.390577628,0.022204334,0.525611286,0.624962101,0.149011187,0.724990542,0
1326,-1.34158,0.36999,9.93387,-0.838,0.525,10.346,-1.964,0.097,9.339,-1.5325,0.287,9.867,-1.343,0.382,9.951,-1.15,0.406,10.083,0.116003924,0.00863259,0.064622393,0.340593487,0.092911732,0.254209349,0
1327,-1.40105,-0.05593,9.73142,-0.527,0.371,10.082,-2.253,-0.361,9.484,-1.913,-0.198,9.65625,-1.486,-0.096,9.7645,-0.96,0.09,9.794,0.233095448,0.038927505,0.018112264,0.482799594,0.197300545,0.13458181,0
1328,-1.64395,0.20723,9.5075,-0.765,0.719,10.01,-2.503,-0.385,8.981,-2.295,-0.187,9.243,-1.557,0.365,9.582,-1.145,0.525,9.674,0.353724348,0.151713917,0.09486905,0.594747297,0.389504707,0.308008198,0
1329,-1.25363,-0.29245,9.41769,-0.576,-0.19,10.177,-2.108,-0.385,8.477,-1.40575,-0.379,9.0085,-1.174,-0.331,9.201,-1.054,-0.193,9.772,0.123283553,0.007137147,0.178006254,0.351117577,0.08448164,0.421907874,0
1330,-0.84424,-0.75263,9.72039,0.286,-0.385,10.357,-2.108,-1.055,9.197,-1.545,-0.958,9.484,-1.013,-0.768,9.773,0.096,-0.672,9.962,0.631818302,0.036656253,0.080206978,0.794869991,0.191458228,0.283208365,0
1331,-1.81007,0.01893,9.77777,-0.407,0.621,10.718,-2.877,-0.672,8.897,-2.301,-0.287,9.32975,-1.6295,0.084,9.77,-1.341,0.22,10.299,0.426795765,0.100395965,0.291281477,0.653296078,0.316853223,0.539704991,0
1332,-1.42915,1.29276,9.4373,-0.193,1.819,9.866,-2.817,0.621,9.004,-2.3275,0.95775,9.173,-1.293,1.341,9.387,-0.57525,1.537,9.6875,0.712486488,0.125841142,0.07882985,0.844089147,0.354740951,0.28076654,0
1333,-2.00854,1.88809,8.85153,-1.576,2.31,9.77,-2.672,0.766,8.407,-2.395,1.795,8.435,-1.822,2.108,8.814,-1.748,2.275,9.173,0.116403028,0.248027642,0.152694369,0.34117888,0.498023736,0.390761269,0
1334,-0.97187,0.58936,10.44142,-0.672,0.766,11.182,-1.73,0.473,9.677,-1.15025,0.479,9.957,-0.778,0.573,10.368,-0.766,0.677,11.016,0.083480173,0.00852961,0.286276404,0.288929357,0.09235589,0.535048039,0
1335,-1.49657,0.59238,10.57068,-1.151,0.765,11.016,-1.736,0.38,10.201,-1.531,0.478,10.346,-1.51,0.572,10.54,-1.439,0.742,10.718,0.009944465,0.018404556,0.044826358,0.099721939,0.135663391,0.21172236,0
1336,-1.39987,0.41753,10.09857,-0.958,0.766,10.718,-1.894,0.168,9.58,-1.581,0.18975,9.915,-1.462,0.3755,9.965,-1.148,0.569,10.272,0.087805333,0.046004729,0.059570165,0.296319647,0.21448713,0.24407,0
1337,-1.19223,0.77849,9.37724,-0.79,1.151,10.632,-1.629,0.012,8.333,-1.534,0.551,8.908,-1.055,0.801,9.279,-0.868,1.144,9.6845,0.097223277,0.14271841,0.365987242,0.311806474,0.377780902,0.604968795,0
1338,-1.41762,0.51764,10.05167,-0.768,0.768,10.535,-1.894,0.022,9.007,-1.688,0.37475,9.772,-1.486,0.579,10.155,-1.156,0.765,10.442,0.075819616,0.07303719,0.185318921,0.275353619,0.270253937,0.430486842,0
1339,-1.49517,0.4872,9.75551,-0.289,0.768,10.538,-2.587,0.19,8.814,-2.492,0.377,9.101,-1.533,0.388,9.963,-0.587,0.72775,10.345,0.746516201,0.0421074,0.36706397,0.86401169,0.205200877,0.605858044,0
1340,-1.79271,0.08365,10.64662,-1.247,0.671,11.207,-2.492,-0.217,9.76,-2.2995,-0.096,10.237,-1.5805,-0.025,10.73,-1.343,0.341,11.1095,0.210251626,0.089111588,0.247060876,0.458532034,0.29851564,0.497052186,0
1341,-1.59856,0.34409,10.68355,-1.151,0.669,11.327,-1.928,0.09,10.058,-1.894,0.094,10.61,-1.723,0.377,10.74,-1.295,0.415,10.752,0.085534486,0.040420562,0.064006147,0.292462795,0.201048656,0.252994363,0
1342,-1.67987,0.00264,11.1108,-1.248,0.383,11.495,-2.06,-0.192,10.74,-1.965,-0.073,10.968,-1.629,-0.024,11.114,-1.439,0.046,11.207,0.077676633,0.01961111,0.04617386,0.27870528,0.140039674,0.214881037,0
1343,-1.54736,-0.00232,10.64074,-1.054,0.168,11.114,-1.918,-0.096,9.986,-1.822,-0.048,10.245,-1.6835,-0.001,10.739,-1.174,0,10.932,0.09495657,0.002711098,0.144754472,0.30815024,0.052068201,0.380466125,0
1344,-1.18549,0.17278,10.42794,-0.765,0.38,11.399,-1.822,-0.048,9.674,-1.486,0.01,9.963,-1.1475,0.202,10.293,-0.954,0.287,10.824,0.10109777,0.021494652,0.227221276,0.317958755,0.146610544,0.476677329,0
1345,-1.80082,0.22214,10.343,-1.439,0.383,11.111,-2.299,0,9.77,-1.964,0.18,9.963,-1.724,0.24,10.343,-1.581,0.335,10.574,0.073147268,0.01651302,0.17002582,0.270457515,0.128502998,0.412341873,0
1346,-1.65866,0.05523,10.70305,-1.439,0.19,11.304,-1.928,-0.048,10.01,-1.75075,0.006,10.538,-1.557,0.046,10.723,-1.531,0.094,10.836,0.021306704,0.002762037,0.094593987,0.145968162,0.052555086,0.307561356,0
1347,-1.93578,-0.003,11.31962,-1.557,0.046,11.734,-2.205,-0.145,10.442,-2.103,-0.00625,11.15,-1.918,0.001,11.495,-1.822,0.046,11.593,0.024500372,0.00260198,0.141142676,0.156525945,0.051009607,0.3756896,0
1348,-1.57914,-0.20423,11.17427,-0.79,0.046,12.071,-2.108,-0.479,10.501,-2.012,-0.385,10.727,-1.724,-0.191,11.141,-1.245,0,11.52375,0.20262166,0.033990117,0.208181177,0.450135158,0.184364088,0.456268755,0
1349,-1.56691,-0.04335,10.47808,-0.814,0.093,11.388,-2.012,-0.337,9.721,-1.94,-0.096,10.152,-1.545,-0.043,10.535,-1.271,0.01225,10.728,0.145689562,0.006331548,0.188820114,0.381693021,0.079571022,0.434534364,0
1350,-1.77233,-0.04052,10.81789,-1.248,0.385,11.592,-2.157,-0.323,9.939,-2.012,-0.193,10.153,-1.898,-0.19,11.065,-1.43975,0.1195,11.304,0.078240481,0.05593189,0.317214718,0.279715,0.236499238,0.56321818,0
1351,-1.67283,0.07211,11.12241,-1.151,0.382,11.686,-2.229,-0.19,9.974,-1.73,-0.049,10.921,-1.677,0.0465,11.296,-1.539,0.19,11.4935,0.089374381,0.028363878,0.249512822,0.298955483,0.168415789,0.499512584,0
1352,-1.79899,0.01754,11.63175,-1.486,0.19,12.071,-2.299,-0.287,10.92,-1.946,-0.048,11.4945,-1.727,0,11.59,-1.534,0.0945,11.879,0.06955977,0.010213308,0.081777188,0.263741862,0.101060914,0.285967109,0
1353,-1.48704,-0.10797,11.58437,-0.958,0.18,12.119,-1.965,-0.573,10.92,-1.7255,-0.373,11.412,-1.522,-0.037,11.542,-1.15,0.142,11.879,0.094143858,0.063715909,0.126384273,0.306828712,0.252420104,0.355505658,0
1354,-1.45239,-0.12287,11.34174,-1.102,0.09,11.692,-2.298,-0.382,10.707,-1.53675,-0.19875,11.113,-1.331,-0.097,11.4,-1.15,0.03,11.519,0.151041138,0.024694533,0.067059632,0.388640114,0.157144943,0.258958747,0
1355,-1.46456,-0.24598,11.22893,-0.96,0.09,11.926,-1.916,-0.389,10.54,-1.539,-0.3745,10.86675,-1.5305,-0.287,11.053,-1.3425,-0.22825,11.881,0.039252726,0.0225315,0.247734285,0.198123008,0.150104962,0.497729128,0
1356,-1.10823,0.08374,11.5801,-0.575,0.287,11.879,-1.539,-0.373,11.303,-1.391,0,11.49,-1.054,0.168,11.498,-0.861,0.19,11.783,0.083062617,0.032103912,0.02392429,0.288205859,0.179175647,0.154674788,0
1357,-0.66729,0.24424,11.22443,-0.289,0.359,11.783,-1.156,0.186,10.718,-0.814,0.19,10.92075,-0.769,0.202,11.1085,-0.386,0.287,11.592,0.057980446,0.003565582,0.129706125,0.240791291,0.059712498,0.360147366,0
1358,-1.55935,-0.27471,11.71568,-0.96,0.287,11.932,-1.964,-0.766,11.542,-1.82,-0.575,11.59,-1.581,-0.287,11.688,-1.317,-0.073,11.876,0.086641008,0.088716466,0.019028238,0.294348446,0.297853094,0.137942878,0
1359,-0.53759,0.16084,11.28926,0.192,0.76,12.189,-1.439,-0.373,9.776,-1.162,-0.193,10.481,-0.455,-0.006,11.614,0.018,0.597,12.117,0.346612102,0.170988114,0.655075752,0.588737719,0.413507091,0.809367501,0
1360,-1.48653,0.16976,11.78194,-0.012,0.575,13.033,-2.706,-0.096,9.776,-2.503,0.058,11.11,-1.5335,0.19,12.167,-0.385,0.29825,12.644,1.017134789,0.029979502,1.137486156,1.008531006,0.173145899,1.06652996,0
1361,-0.59241,0.13382,11.11097,0.377,0.481,12.644,-2.588,-0.192,10.346,-1.21625,-0.03975,10.709,-0.193,0.144,10.737,0.01,0.382,11.496,0.779369362,0.044493908,0.376595289,0.882818986,0.21093579,0.613673601,0
1362,-0.99319,0.17321,11.76586,-0.144,0.527,12.55,-1.539,-0.192,10.537,-1.528,0.022,11.346,-0.97,0.094,11.878,-0.581,0.388,12.357,0.223851034,0.053181186,0.4475188,0.473128982,0.230610464,0.66896846,0
1363,-1.08563,-0.05469,12.03664,-0.19,0.042,12.692,-1.822,-0.289,10.932,-1.727,-0.091,11.49,-1.289,-0.031,12.269,-0.383,0.001,12.643,0.389957513,0.006455154,0.34223439,0.624465782,0.080343972,0.585008026,0
1364,-0.36079,0.05265,11.61303,0.575,0.359,12.215,-1.151,-0.277,10.909,-1.127,-0.192,11.207,-0.289,0.078,11.495,0.1905,0.286,12.081,0.429883666,0.050337348,0.183740349,0.655655143,0.224359862,0.428649448,0
1365,-0.03165,0.14233,11.84875,0.909,0.383,12.309,-1.103,-0.192,11.065,-0.693,-0.00675,11.592,-0.187,0.118,11.9025,0.765,0.371,12.2535,0.532368128,0.035913681,0.175683208,0.729635613,0.189509053,0.419145807,0
1366,-0.19025,-0.15706,12.12575,1.338,0.19,12.647,-0.862,-0.573,11.519,-0.684,-0.22825,11.87825,-0.432,-0.096,12.071,0.072,-0.03525,12.309,0.389512548,0.037473456,0.082557508,0.624109403,0.19358062,0.287328223,0
1367,0.29496,0.02788,11.6588,1.338,0.286,12.215,-0.576,-0.049,10.728,-0.2995,-0.02425,11.309,0.068,-0.01,11.782,0.7845,0.057,11.878,0.393876258,0.007678666,0.1141289,0.627595617,0.087627996,0.337829691,0
1368,0.96509,0.02082,11.33534,1.509,0.19,11.688,0.144,-0.048,10.752,0.669,-0.048,11.1155,1.065,0,11.448,1.33875,0.018,11.498,0.155993522,0.006056968,0.081281804,0.394960152,0.077826522,0.285099639,0
1369,1.25547,0.05058,11.25393,1.915,0.377,11.495,0.766,-0.192,10.776,0.777,-0.037,11.113,1.148,-0.012,11.219,1.627,0.19,11.472,0.175530849,0.026129024,0.045657345,0.418964019,0.161644745,0.213675794,0
1370,0.58228,-0.01632,11.96988,1.531,0.192,12.309,-0.144,-0.204,10.932,0.18975,-0.091,11.782,0.455,-0.024,12.071,0.958,-0.001,12.26025,0.194639282,0.007174298,0.090194326,0.441179421,0.084701225,0.300323701,0
1371,1.30799,-0.01518,11.51336,1.729,0.18,11.902,0.202,-0.193,10.824,1.129,-0.024,11.399,1.509,-0.001,11.495,1.579,0,11.734,0.16012213,0.004859728,0.06386929,0.400152633,0.069711746,0.252723743,0
1372,0.94983,-0.11762,11.32372,1.724,0.046,12.119,0.18,-0.287,10.824,0.287,-0.193,11.101,1.03,-0.145,11.159,1.534,-0.043,11.688,0.333233401,0.008730376,0.135954562,0.577263719,0.093436479,0.368720167,0
1373,0.16863,-0.12036,11.93759,0.76,0.046,12.634,-0.337,-0.289,11.495,-0.096,-0.192,11.614,0.19,-0.096,11.89,0.5385,-0.048,12.165,0.108310773,0.01221861,0.118332022,0.329106021,0.110537823,0.343994218,0
1374,0.52617,-0.06505,12.04582,1.485,0.19,12.643,-0.361,-0.361,11.507,-0.192,-0.19,11.878,0.356,-0.096,12.065,1.151,0.046,12.188,0.479832361,0.020668268,0.092911168,0.69269933,0.143764625,0.304813332,0
1375,0.6021,-0.01951,12.09927,1.245,0.192,12.465,-0.144,-0.289,11.542,0.287,-0.024,11.876,0.751,-0.001,11.879,0.909,0.02575,12.44925,0.18737915,0.00692077,0.095996317,0.432873134,0.083191165,0.309832724,0
1376,0.68771,0.03365,11.61941,1.747,0.335,12.448,-0.144,-0.289,11.197,0.192,-0.108,11.472,0.43,0.004,11.676,1.26075,0.19,11.686,0.331796466,0.029139588,0.048698862,0.576017765,0.170703215,0.220678186,0
1377,0.75201,-0.07215,11.75944,1.537,0.192,12.261,-0.216,-0.337,11.113,-0.024,-0.192,11.56625,0.8615,-0.004,11.783,1.341,0.022,11.974,0.42554549,0.018230588,0.122325326,0.652338478,0.135020693,0.349750377,0
1378,0.64005,-0.0061,12.08979,1.245,0.335,12.598,-0.575,-0.287,11.496,0.47725,-0.192,11.64,0.862,-0.001,12.268,1.102,0.1555,12.442,0.289411688,0.02846885,0.143129966,0.537969969,0.168727147,0.378325212,0
1379,-0.00127,-0.0433,12.28601,0.771,0.377,12.477,-0.575,-0.383,11.698,-0.481,-0.192,12.261,-0.19,-0.006,12.352,0.61575,0.042,12.358,0.264607757,0.03326823,0.03260513,0.514400386,0.182395806,0.180568906,0
1380,0.80879,-0.12825,11.95337,1.154,0.168,12.285,0.094,-0.382,11.498,0.575,-0.193,11.698,0.809,-0.192,11.926,1.148,-0.048,12.1865,0.087442886,0.015132928,0.059614253,0.295707433,0.123015964,0.244160302,0
1381,0.27268,-0.19652,11.96674,1.34,0.286,13.027,-0.864,-0.576,11.213,-0.7585,-0.383,11.376,0.382,-0.192,11.956,1.15,-0.00075,12.45825,0.728441358,0.05403409,0.322366632,0.853487761,0.232452338,0.567773399,0
1382,0.78695,-0.03997,11.68005,1.555,0.072,12.251,0.096,-0.169,11.304,0.335,-0.094,11.519,0.548,-0.046,11.519,1.3155,0,11.783,0.268693668,0.002972009,0.055605248,0.518356699,0.054516136,0.235807649,0
1383,1.25334,-0.08749,11.55278,1.892,0.046,12.075,0.383,-0.373,10.775,0.957,-0.096,11.135,1.3165,-0.085,11.496,1.723,-0.024,12.047,0.200795584,0.00765171,0.184305712,0.448102203,0.087474053,0.429308411,0
1384,1.23868,0.0613,11.20432,2.299,0.385,11.593,0.575,-0.289,10.764,0.766,-0.192,11.05275,1.147,-0.0005,11.257,1.509,0.38,11.304,0.258479818,0.06041299,0.045342438,0.508409105,0.245790541,0.212937638,0
1385,1.48256,0.13805,11.38835,2.684,0.382,12.167,-0.204,-0.198,10.74,0.046,0.042,11.016,1.915,0.186,11.183,2.68175,0.214,11.878,1.288637926,0.019465388,0.211022348,1.135181891,0.139518413,0.459371688,0
1386,1.24712,-0.0025,11.52417,2.118,0.186,12.069,0.765,-0.29,11.016,0.95775,-0.024,11.255,1.149,0,11.542,1.509,0.022,11.74025,0.118509186,0.00933161,0.092248661,0.344251631,0.096600259,0.303724647,0
1387,1.62578,0.01611,11.62795,2.251,0.335,12.167,0.765,-0.192,11.016,1.153,-0.024,11.281,1.819,0.046,11.634,1.915,0.046,12.029,0.229783812,0.010302518,0.159089768,0.479357707,0.10150132,0.398860587,0
1388,2.02971,0.02611,11.1086,2.777,0.094,12.065,0.771,-0.24,10.543,1.503,0,10.73325,2.245,0.022,11.112,2.681,0.06975,11.33925,0.481544486,0.004464778,0.2013901,0.693934065,0.066818994,0.448765083,0
1389,1.52236,0.15438,12.10718,2.287,0.43,13.026,0.862,-0.24,11.501,1.148,-0.012,11.542,1.4365,0.1915,11.783,2.01,0.359,12.99,0.21219937,0.041127276,0.413072708,0.460651029,0.202798608,0.642707327,0
1390,2.14565,0.09779,12.15988,2.684,0.43,12.644,1.578,-0.337,11.544,1.819,-0.091,11.873,2.1025,0.118,12.214,2.489,0.374,12.459,0.134157968,0.059418926,0.099753226,0.366275808,0.243759976,0.31583734,0
1391,2.58991,-0.07998,11.75152,3.651,0.189,12.454,1.521,-0.379,11.065,1.5675,-0.193,11.255,2.491,-0.096,11.544,3.50725,0.093,12.309,0.724134782,0.02946274,0.27991337,0.850961093,0.171647137,0.529068398,1
1392,2.96933,0.08315,11.3158,3.259,0.383,11.676,2.491,-0.192,10.923,2.874,-0.05725,11.123,3.063,0.001,11.28,3.112,0.2495,11.519,0.041447261,0.037281088,0.04151802,0.203586004,0.19308311,0.203759711,1
1393,2.92748,0.18225,11.04724,3.459,0.671,11.519,2.491,-0.096,10.634,2.868,0.012,10.848,2.873,0.094,11.111,3.024,0.3835,11.209,0.04974067,0.049287308,0.048829542,0.223026163,0.222007449,0.220974076,1
1394,3.29895,0.17641,10.56858,3.82,0.385,11.107,3.07,0.012,10.346,3.16,0.093,10.47775,3.16,0.168,10.54,3.447,0.377,10.706,0.041063868,0.016851502,0.022352244,0.202642215,0.129813335,0.149506667,1
1395,3.4168,0.27906,10.99033,4.417,0.575,11.496,2.118,-0.048,10.682,2.729,0.0885,10.752,3.639,0.286,10.974,4.13625,0.481,11.135,0.59798304,0.050558636,0.052562001,0.773293631,0.224852477,0.229264042,1
1396,3.712,0.35414,11.20515,4.982,0.573,11.758,3.019,0.046,10.538,3.076,0.1875,11.06775,3.6875,0.388,11.113,4.214,0.478,11.49,0.30847106,0.03104746,0.094715508,0.55540171,0.176202896,0.307758846,1
1397,4.36995,0.09188,10.64731,5.366,0.385,11.159,3.453,0,9.968,3.616,0.046,10.346,4.166,0.084,10.6205,5.161,0.094,11.063,0.560343008,0.010143606,0.136115414,0.748560624,0.100715469,0.368938225,1
1398,4.71889,0.3321,10.14583,5.076,0.527,10.73,4.025,0.094,9.748,4.597,0.214,10.01,4.609,0.382,10.107,4.884,0.383,10.345,0.050974438,0.00964999,0.054865321,0.225775193,0.098234363,0.234233476,2
1399,4.3142,0.11731,10.13654,4.696,0.563,11.016,3.843,-0.576,9.385,4.034,-0.01,9.772,4.407,0.094,10.01,4.597,0.383,10.58925,0.08553646,0.107560494,0.221689208,0.292466169,0.327964166,0.470838835,1
1400,4.72035,-0.2468,10.213,5.375,0.789,10.824,3.837,-0.862,9.382,4.2875,-0.674,10.01,4.79,-0.325,10.3315,5.173,0.018,10.369,0.241596628,0.23799618,0.13048272,0.491524798,0.487848522,0.361223919,2
